Gene_symbol,Chrom,CDS_Begin,CDS_End,MGI_lethal,IMPC,EG,NLG,RVIS_ExAc_score,RVIS_ExAc_perc,pLI_score,pLI_perc,HGMD_tag,OMIM_disorder
TET1,10,68560656,68694482,Y,.,Y,N,-0.624221464,16.03287608,0.999563278,5,DM?,.
TET2,4,105145875,105279816,Y,.,Y,N,-1.164210516,5.955895121,7.05E-26,99.4,DM?,"Myelodysplastic syndrome, somatic, 614286 (3)"
TET3,2,73986404,74108176,N,.,N,N,-1.225905481,5.348150721,0.999942651,3.4,.,.
TEX10,9,100302077,100352939,N,.,N,N,-0.953425857,8.682062858,0.999988107,2.6,.,.
TEX101,19,43401496,43418597,N,.,N,Y,0.098778904,57.07588123,0.000898939,65.1,.,.
TEX11,X,70528940,70908731,N,.,N,Y,0.198382189,64.28778144,0.999964221,3.1,.,"Spermatogenic failure, X-linked, 2, 309120 (3)"
TEX12,11,112167372,112172559,N,.,N,Y,0.078032613,55.54205012,0.133134682,41.4,.,.
TEX13A,X,105218929,105220674,N,.,N,N,.,.,0.007481489,56.3,.,.
TEX13B,X,107980864,107982370,N,.,N,N,1.00682807,92.85176825,0.025228035,50.5,DM?,.
TEX14,17,58556678,58692055,N,.,N,Y,0.030400882,51.8377033,6.67E-23,99.1,FTV,.
TEX15,8,30831544,30890606,N,.,N,Y,0.622527032,84.82954217,3.89E-17,97.9,.,.
TEX19,17,82359247,82363776,N,.,Y,N,0.352927885,73.57180066,0.00018445,70.1,.,.
TEX2,17,64147227,64263301,N,.,N,N,-0.615478783,16.32806622,0.44097988,31.7,.,.
TEX22,14,105398579,105450106,N,.,N,N,.,.,.,.,.,.
TEX26,13,30932703,30975502,N,.,N,N,0.717056351,87.32997627,8.72E-09,89.1,.,.
TEX261,2,70985938,70994945,N,.,N,N,0.004915377,49.86976906,0.000195342,69.9,.,.
TEX264,3,51662693,51704323,N,.,N,N,-0.208844572,35.00607744,0.910814339,17.2,.,.
TEX28,X,154271265,154295853,N,.,N,N,.,.,.,.,.,.
TEX29,13,111316184,111344249,N,.,N,N,0.527414817,81.53035828,0.001451668,63.2,.,.
TEX30,13,102765990,102773811,N,.,N,N,0.315412023,71.43022515,0.006295441,57,.,.
TEX33,22,36991120,37007841,N,.,N,N,0.841746956,90.04456792,0.000322691,68.4,.,.
TEX35,1,178513077,178548602,N,.,N,N,0.7047722,87.01163396,0.001664771,62.6,.,.
TEX36,10,125576522,125683144,N,.,N,N,.,.,.,.,.,.
TEX37,2,88524651,88529584,N,Viable,N,Y,0.773259281,88.62070961,3.71E-06,80.1,.,.
TEX38,1,46668855,46673594,N,.,N,N,.,.,.,.,.,.
TEX40,11,64300446,64304770,N,.,N,N,.,.,0.477043302,30.6,.,.
TEX43,5,126631722,126636287,N,.,N,N,.,.,.,.,.,.
TEX9,15,56244009,56445997,N,.,N,N,-0.074595468,44.09909128,2.59E-17,97.9,.,.
TF,3,133745956,133779006,Y,.,Y,N,-0.05002151,45.76604735,0.002372266,61.3,DM,"Atransferrinemia, 209300 (3)"
TFAM,10,58385022,58399221,Y,.,Y,N,0.04243066,52.74063784,0.775627181,22.4,DM?,.
TFAP2A,6,10393186,10419659,Y,.,Y,N,-0.025901946,47.53140013,0.987223276,10.5,DM,"Branchiooculofacial syndrome, 113620 (3)"
TFAP2B,6,50818723,50847613,Y,.,Y,N,-0.783869211,11.88285003,0.990904305,9.7,DM,"Char syndrome, 169100 (3)"
TFAP2C,20,56629302,56639283,Y,.,Y,N,-0.2707828,31.23227412,0.939950974,15.6,.,.
TFAP2D,6,50713828,50772988,N,.,N,Y,-0.629974609,15.88238699,0.981586998,11.5,.,.
TFAP2E,1,35573370,35595328,N,.,N,N,0.283635266,69.52017133,0.000972259,64.8,.,.
TFAP4,16,4257186,4273075,Y,.,Y,N,-0.323304064,28.0662152,0.978529176,12,.,.
TFB1M,6,155257509,155314493,Y,.,Y,N,0.611053519,84.5169879,1.16E-05,77.7,DM?,.
TFB2M,1,246540560,246566324,N,.,N,N,-0.166544931,37.66857672,9.62E-05,72,.,.
TFCP2,12,51093663,51173134,N,.,N,Y,-0.467776875,21.53730393,0.000102419,71.8,DP,.
TFCP2L1,2,121216587,121285207,Y,.,Y,N,-0.674036865,14.64953406,0.999192587,5.7,.,.
TFDP1,13,113584721,113641470,Y,.,Y,N,-1.062456005,7.032470915,0.96315312,13.7,.,.
TFDP2,3,141944428,142149544,N,.,N,N,-0.201341563,35.40545234,0.975087598,12.4,.,.
TFDP3,X,133216669,133218348,N,.,N,N,0.169176254,62.44718412,2.30E-06,81,.,.
TFE3,X,49028726,49043486,N,.,N,Y,0.236703709,66.62615037,0.97374221,12.6,.,"Renal cell carcinoma, papillary, 1, 300854 (3)"
TFEB,6,41683978,41736259,Y,Lethal,Y,N,-0.163826529,37.7901256,0.968857338,13.1,.,.
TFEC,7,115935148,116159896,N,Viable,N,Y,-0.169415642,37.44284309,4.73E-05,74,.,.
TFF1,21,42362282,42366594,N,.,N,Y,0.321002544,71.81802396,0.00630356,57,DP,.
TFF2,21,42346357,42351128,N,.,N,Y,0.875442305,90.66388841,0.000144474,70.8,.,.
TFF3,21,42311667,42315651,N,.,N,Y,0.39603475,75.62655554,0.08568702,44.1,.,.
TFG,3,100709331,100748966,N,.,N,N,0.019116005,51.00422527,0.757056423,22.9,DM,"Hereditary motor and sensory neuropathy, Okinawa type, 604484 (3); ?Spastic paraplegia 57, autosomal recessive, 615658 (3)"
TFIP11,22,26491225,26512505,N,.,N,N,-0.977703817,8.271111883,1.97E-06,81.3,.,.
TFPI,2,187464230,187565760,Y,.,Y,N,0.274219089,68.94136714,0.025322956,50.4,DP,.
TFPI2,7,93885397,93890991,N,.,N,N,0.577215218,83.32465127,0.237365842,37.5,.,.
TFPT,19,54107013,54115675,N,.,N,N,0.313647588,71.30867627,0.00019137,69.9,.,.
TFR2,7,100620416,100642779,N,.,N,Y,0.646958153,85.54725936,0.000139031,70.9,DM,"Hemochromatosis, type 3, 604250 (3)"
TFRC,3,196027183,196082189,Y,.,Y,N,-0.185075564,36.45308792,0.780323177,22.3,DP,.
TG,8,132866958,133134903,N,.,N,Y,2.673752433,99.28807085,2.63E-29,99.6,DM,"Thyroid dyshormonogenesis 3, 274700 (3); {Autoimmune thyroid disease, susceptibility to, 3}, 608175 (3)"
TGDS,13,94574051,94596257,N,.,N,N,-0.232310623,33.58800718,8.78E-06,78.4,.,"Catel-Manzke syndrome, 616145 (3)"
TGFA,2,70447280,70554193,N,.,N,Y,0.760976889,88.32551948,0.574368122,28.1,.,.
TGFB1,19,41301587,41353911,Y,.,Y,N,0.076269801,55.37998495,0.354132528,34.1,DM,"Camurati-Engelmann disease, 131300 (3); {Cystic fibrosis lung disease, modifier of}, 219700 (3)"
TGFB1I1,16,31471585,31477960,N,.,N,N,0.006980435,50.03762227,0.074916919,44.8,.,.
TGFB2,1,218346235,218444619,Y,.,Y,N,-0.398334639,24.51814551,0.989115508,10.1,DM,"Loeys-Dietz syndrome 4, 614816 (3)"
TGFB3,14,75958099,75982991,Y,.,Y,N,-0.427389804,23.21583608,0.922717484,16.5,DM,"Arrhythmogenic right ventricular dysplasia 1, 107970 (3); Loeys-Dietz syndrome 5, 615582 (3)"
TGFBI,5,136028895,136063818,N,.,N,Y,0.254882613,67.75481854,0.00372244,59.3,DM,"Corneal dystrophy, Groenouw type I, 121900 (3); Corneal dystrophy, lattice type I, 122200 (3); Corneal dystrophy, Reis-Bucklers type, 608470 (3); Corneal dystrophy, Avellino type, 607541 (3); Corneal dystrophy, lattice type IIIA, 608471 (3); Corneal dystrophy, Thiel-Behnke type, 602082 (3); Corneal dystrophy, epithelial basement membrane, 121820 (3)"
TGFBR1,9,99104038,99154192,Y,.,Y,N,-0.430261371,23.14059154,0.948697388,14.9,DM,"Loeys-Dietz syndrome 1, 609192 (3); {Multiple self-healing squamous epithelioma, susceptiblity to}, 132800 (3)"
TGFBR2,3,30606502,30694142,Y,.,Y,N,-0.157128223,38.22422874,0.035592701,48.9,DM,"Colorectal cancer, hereditary nonpolyposis, type 6, 614331 (3); Esophageal cancer, somatic, 133239 (3); Loeys-Dietz syndrome 2, 610168 (3)"
TGFBR3,1,91680343,91906335,Y,.,Y,N,0.362796383,74.05220814,0.011054798,54.5,DM,.
TGFBR3L,19,7916145,7919097,N,.,N,N,.,.,.,.,.,.
TGFBRAP1,2,105264391,105330034,N,.,N,N,-1.453329976,3.629102275,0.129423466,41.6,DP,.
TGIF1,18,3411608,3459978,Y,.,Y,N,0.305337941,70.81090467,0.090759152,43.7,DM,.
TGIF2,20,36573488,36593950,N,Lethal,Y,N,-0.289617454,30.09202987,0.307264901,35.6,.,.
TGIF2-C20orf24,20,36574553,36612384,N,.,N,N,-0.239967611,33.04971928,0.932314275,16,.,.
TGIF2LX,X,89921882,89922883,N,.,N,N,0.110914976,58.05984835,0.592887022,27.6,.,.
TGIF2LY,Y,3579041,3580041,N,.,N,N,.,.,0.076870762,44.6,.,.
TGM1,14,24249114,24264432,Y,.,Y,N,0.64248454,85.43728657,5.31E-07,83.6,DM,"Ichthyosis, congenital, autosomal recessive 1, 242300 (3)"
TGM2,20,38127387,38166578,N,.,N,Y,0.356250497,73.76280604,4.86E-14,96.3,DM,.
TGM3,20,2296001,2341078,N,.,N,Y,0.646156788,85.53568328,9.87E-06,78.1,.,.
TGM4,3,44874608,44914990,N,.,N,Y,1.441706702,96.66608786,1.14E-11,94.2,DM?,.
TGM5,15,43232595,43266857,N,.,N,N,0.741784085,87.90878046,5.37E-16,97.4,DM,"Peeling skin syndrome 2, 609796 (3)"
TGM6,20,2380908,2432753,N,.,N,N,3.077640723,99.56589686,2.76E-18,98.2,DM,"Spinocerebellar ataxia 35, 613908 (3)"
TGM7,15,43276280,43302255,N,.,N,N,1.129251893,94.32193089,6.34E-10,91.5,.,.
TGOLN2,2,85318020,85328425,N,.,N,N,0.598916451,84.09446084,0.000179691,70.1,.,.
TGS1,8,55773142,55825448,Y,.,Y,N,1.467095946,96.81078891,1.02E-07,86.1,.,.
TH,11,2163929,2171877,Y,.,Y,N,0.362643275,74.0464201,0.004098744,59,DM,"Segawa syndrome, recessive, 605407 (3)"
THADA,2,43230836,43596046,N,Viable,N,Y,0.20441999,64.64664004,1.24E-28,99.6,DP,.
THAP1,8,42836674,42843325,N,.,N,N,0.063983137,54.4886265,0.899169328,17.8,DM,"Dystonia 6, torsion, 602629 (3)"
THAP10,15,70881342,70892785,N,.,N,N,-0.053195214,45.56346588,0.001194344,64,.,.
THAP11,16,67842082,67844195,Y,.,Y,N,-0.484697758,20.7732824,0.465632986,31,.,.
THAP2,12,71663009,71680639,N,.,N,N,0.05935026,54.0603114,5.17E-05,73.8,.,.
THAP3,1,6624866,6635586,N,.,N,N,0.554705396,82.60114603,0.001484225,63.1,.,.
THAP4,2,241584405,241637449,N,.,N,N,-0.327783769,27.85784569,0.116840641,42.3,.,.
THAP5,7,108554543,108569750,N,.,N,N,-0.161108498,37.92903861,0.002792035,60.6,.,.
THAP6,4,75513946,75550473,N,.,N,N,0.825783966,89.65098107,0.001440423,63.2,.,.
THAP7,22,20999104,21002196,N,.,N,N,-0.197666633,35.6485501,0.029327855,49.8,.,.
THAP8,19,36034985,36054762,N,.,N,N,0.309821667,71.05979047,0.000639752,66.3,.,.
THAP9,4,82900684,82919969,N,.,N,N,-0.44496303,22.49233084,7.48E-10,91.3,.,.
THBD,20,23045633,23049741,Y,.,Y,N,0.414057549,76.56421832,.,.,DM,"Thrombophilia due to thrombomodulin defect, 614486 (3); {Hemolytic uremic syndrome, atypical, susceptibility to, 6}, 612926 (3)"
THBS1,15,39581079,39599466,Y,Viable,N,Y,-0.47563866,21.2015975,0.999073127,5.8,DM,.
THBS2,6,169215780,169254044,N,.,N,Y,-0.550531951,18.19181571,0.245000803,37.3,DP,"{Lumbar disc herniation, susceptibility to}, 603932 (3)"
THBS3,1,155195588,155209051,N,.,N,Y,-1.634399379,2.731955779,1.21E-08,88.7,.,.
THBS4,5,79991311,80083287,N,.,N,Y,-0.471003248,21.38681484,1.74E-08,88.3,DP,.
THEG,19,361747,376670,N,.,N,N,1.734225362,97.9973375,4.93E-07,83.8,.,.
THEGL,4,56530609,56603507,N,Viable,N,Y,.,.,.,.,.,.
THEM4,1,151873584,151909808,N,.,N,Y,0.044344174,52.90849106,0.000241348,69.2,.,.
THEM5,1,151847263,151853697,N,.,N,Y,0.493723196,80.22226081,5.98E-07,83.4,.,.
THEM6,8,142727203,142736927,N,.,N,N,.,.,0.02427983,50.6,.,.
THEMIS,6,127708072,127918631,N,.,N,Y,0.320495832,71.79487179,0.14251698,40.9,.,.
THEMIS2,1,27872543,27886685,N,.,N,Y,0.210669154,65.1386236,0.064721712,45.5,.,.
THG1L,5,157731197,157741448,N,.,N,N,0.087599756,56.28870753,3.48E-05,74.8,.,.
THNSL1,10,25016658,25026664,N,.,N,N,-0.131597747,39.96642936,5.62E-12,94.6,.,.
THNSL2,2,88170295,88186636,N,.,N,N,0.830712876,89.8072582,3.94E-06,80,.,.
THOC1,18,214520,268050,Y,.,Y,N,-0.465862421,21.6299126,0.871670075,19,.,.
THOC2,X,123600561,123733056,N,.,N,N,-1.277195716,4.873531284,0.999999919,1.1,DM,"Mental retardation, X-linked 12/35, 300957 (3)"
THOC3,5,175917873,176034680,N,.,N,N,0.308865253,70.99612201,.,.,.,.
THOC5,22,29505879,29555216,Y,.,Y,N,-0.554790415,18.07605487,0.000462815,67.3,.,.
THOC6,16,3024027,3027755,N,.,N,N,-0.705007026,13.7986919,0.002193448,61.5,DM,"Beaulieu-Boycott-Innes syndrome, 613680 (3)"
THOC7,3,63833870,63863903,N,.,N,N,-0.238053216,33.17126816,0.978320489,12,.,.
THOP1,19,2785460,2815807,N,.,N,N,-0.734721565,13.02888233,0.023492093,50.8,.,.
THPO,3,184371935,184378144,N,Viable,N,Y,-0.033404934,47.05678069,0.005140229,58,DM,"Thrombocythemia 1, 187950 (3)"
THRA,17,40058290,40093867,Y,Subviable,Y,N,-0.730388607,13.14464317,0.16700677,39.9,DM,"Hypothyroidism, congenital, nongoitrous, 6, 614450 (3)"
THRAP3,1,36224416,36305357,N,.,N,N,-0.941141259,8.83833999,0.999996899,2.1,.,.
THRB,3,24117160,24495282,N,.,N,Y,-0.238856623,33.14811599,0.994541861,8.6,DM,"Thyroid hormone resistance, 188570 (3); Thyroid hormone resistance, autosomal recessive, 274300 (3); Thyroid hormone resistance, selective pituitary, 145650 (3)"
THRSP,11,78063861,78068351,N,.,N,Y,0.140927298,60.26509232,0.00560131,57.6,.,.
THSD1,13,52377167,52406494,N,Viable,N,Y,-0.818215884,11.22301325,2.45E-05,75.7,.,.
THSD4,15,71096952,71783383,N,.,N,N,0.284247047,69.54332349,0.001818272,62.3,.,.
THSD7A,7,11370357,11832198,N,.,N,N,-1.289534625,4.751982404,0.999280749,5.6,DM?,.
THSD7B,2,136765545,137677717,N,.,N,N,.,.,5.65E-06,79.3,DM?,.
THTPA,14,23555988,23560271,N,.,N,N,-0.377739799,25.58314522,0.000116051,71.4,.,.
THUMPD1,16,20733664,20742084,N,.,N,N,0.370803213,74.41685478,0.001035463,64.6,.,.
THUMPD2,2,39736060,39779267,N,.,N,N,-0.407598535,24.04931412,1.94E-08,88.2,.,.
THUMPD3,3,9362842,9386791,N,.,N,N,0.533300984,81.79660821,4.00E-11,93.5,.,.
THY1,11,119417378,119424985,N,.,N,Y,0.056480057,53.81721364,0.164135342,40,.,.
THYN1,11,134248279,134253370,N,.,N,N,-0.129182361,40.14585866,1.40E-09,90.9,.,.
TIA1,2,70209444,70248660,Y,.,Y,N,-0.104759418,41.81281472,0.832581092,20.5,DM,"Welander distal myopathy, 604454 (3)"
TIAF1,17,29073521,29078857,N,.,N,N,0.351015356,73.42131157,0.026393545,50.3,.,.
TIAL1,10,119571802,119597029,Y,.,Y,N,-0.367520149,25.97673207,0.998790732,6.1,.,.
TIAM1,21,31118416,31559977,N,.,N,Y,-0.69474891,14.11124617,0.999932006,3.5,.,.
TIAM2,6,154832697,155257723,N,.,N,N,0.457477225,78.68264166,0.124829516,41.8,.,.
TICAM1,19,4815932,4831704,N,.,N,Y,0.962256069,92.22665972,0.852477311,19.8,DM,"{Herpes simplex encephalitic, susceptibility to, 6}, 614850 (3)"
TICAM2,5,115578650,115602479,N,.,N,Y,0.333287484,72.48364878,0.004709637,58.4,.,.
TICRR,15,89575482,89631056,N,.,N,N,1.339715191,96.04676738,9.15E-12,94.3,.,.
TIE1,1,43300993,43323108,Y,.,Y,N,-1.206373782,5.504427852,8.71E-12,94.3,.,.
TIFA,4,112274542,112285903,N,.,N,N,0.527414817,81.53035828,0.118201141,42.2,.,.
TIFAB,5,135444218,135452399,N,.,N,N,0.354840535,73.70492562,1.15E-06,82.4,.,.
TIGAR,12,4321205,4354593,N,.,N,Y,.,.,.,.,.,.
TIGD1,2,232547968,232550592,N,.,N,N,.,.,.,.,.,.
TIGD2,4,89111500,89114899,N,.,N,N,-0.748112675,12.68738786,7.02E-06,78.9,.,.
TIGD3,11,65354767,65357613,N,.,N,N,-0.643066859,15.59298489,7.78E-11,93.1,.,.
TIGD4,4,152769354,152779764,N,.,N,N,0.31284098,71.27973607,0.001924505,62,.,.
TIGD5,8,143597835,143603224,N,.,N,N,.,.,0.000172429,70.3,.,.
TIGD6,5,149993118,150001167,N,.,N,N,0.914207853,91.36424148,4.86E-06,79.6,.,.
TIGD7,16,3298832,3305729,N,.,N,N,0.46481599,79.08201655,1.87E-07,85.3,.,.
TIGIT,3,114276913,114310288,N,.,N,Y,0.060307001,54.1297679,0.0451499,47.6,.,.
TIMD4,5,156919282,156963255,N,.,N,Y,0.676818883,86.32864502,4.34E-08,87.2,.,.
TIMELESS,12,56416373,56449403,Y,.,Y,N,-0.159250242,38.05637553,1.04E-25,99.4,.,.
TIMM10,11,57528463,57530803,N,.,N,N,-0.006414986,48.96104648,0.009494762,55.2,.,.
TIMM10B,11,6481447,6484679,N,.,N,N,0.473935719,79.48717949,0.00115871,64.1,.,.
TIMM13,19,2425624,2427894,N,.,N,N,0.010504826,50.32702437,0.309091874,35.5,.,.
TIMM17A,1,201955491,201970661,N,.,N,N,0.086492393,56.17873473,0.243777584,37.3,.,.
TIMM17B,X,48893447,48898143,N,.,N,N,0.168070043,62.3893037,0.826908629,20.7,.,.
TIMM21,18,74148511,74160530,N,.,N,N,0.153213524,61.2432714,0.005320931,57.8,.,.
TIMM22,17,997117,1003671,N,Lethal,Y,N,-0.099170261,42.1543092,0.003621007,59.5,.,.
TIMM23,10,45972449,46003734,Y,.,Y,N,.,.,0.597093477,27.5,.,.
TIMM23B,10,49942033,49974850,N,.,N,N,.,.,.,.,.,.
TIMM44,19,7926718,7943920,N,.,N,N,-0.088644586,42.93569485,0.818201942,21,DM,.
TIMM50,19,39480412,39493785,N,Lethal,Y,N,0.428257224,77.31666377,0.442656937,31.6,.,.
TIMM8A,X,101345661,101349196,N,.,N,N,0.090168851,56.43919662,0.605876721,27.3,DM,"Deafness, X-linked 1, progressive (3); Mohr-Tranebjaerg syndrome, 304700 (3); Jensen syndrome, 311150 (3)"
TIMM8B,11,112084800,112086798,N,.,N,N,0.078989305,55.61150663,0.226807933,37.8,.,.
TIMM9,14,58408494,58427614,N,.,N,N,0.107088402,57.71835388,0.437845525,31.7,.,.
TIMMDC1,3,119498532,119525090,Y,.,Y,N,0.586631015,83.74139029,5.68E-07,83.5,.,.
TIMP1,X,47582313,47586789,N,.,N,Y,1.208480766,95.09752851,0.766877188,22.7,DP,.
TIMP2,17,78852977,78925387,N,.,N,Y,0.087449076,56.25976732,0.526868279,29.2,DP,.
TIMP3,22,32801701,32863043,N,Viable,N,Y,-0.201495045,35.359148,0.112088669,42.5,DM,"Sorsby fundus dystrophy, 136900 (3)"
TIMP4,3,12153051,12159351,N,.,N,Y,-0.331764245,27.65526422,0.003554031,59.6,.,.
TINAG,6,54307859,54390152,N,.,N,N,0.539042257,82.01076576,4.11E-18,98.2,DM,.
TINAGL1,1,31576485,31587686,N,.,N,N,-0.463948146,21.72830931,0.245105548,37.2,.,.
TINF2,14,24239643,24242674,Y,.,Y,N,-0.137489868,39.60757076,0.158554363,40.2,DM,"Dyskeratosis congenita, autosomal dominant 3, 613990 (3); Revesz syndrome, 268130 (3)"
TIPARP,3,156673235,156706770,Y,.,Y,N,-0.498592618,20.25235863,0.99775209,7.1,.,.
TIPIN,15,66336206,66386746,N,.,N,N,0.44120081,77.9417723,0.009832085,55,.,.
TIPRL,1,168178933,168202114,N,.,N,N,-0.177071645,36.92770736,0.86724967,19.2,.,.
TIRAP,11,126283065,126298845,N,.,N,Y,0.662620317,85.99872663,0.002669231,60.8,DM,"{Pneumococcal disease, invasive, protection against}, 610799 (3); {Bacteremia, protection against}, 614382 (3); {Malaria, protection against}, 611162 (3); {Tuberculosis, protection against}, 607948 (3)"
TISP43,2,130570829,130584161,N,.,N,N,.,.,.,.,.,.
TJAP1,6,43477523,43506556,N,.,N,N,0.400158571,75.84650113,0.001059393,64.5,.,.
TJP1,15,29699367,29968865,N,.,N,Y,-1.728770415,2.349945014,0.999999982,0.9,.,.
TJP2,9,69121264,69255208,Y,.,Y,N,0.052605923,53.53938763,6.24E-07,83.3,DM,"Hypercholanemia, familial, 607748 (3); Cholestasis, progressive familial intrahepatic 4, 615878 (3)"
TJP3,19,3708109,3750813,N,.,N,Y,2.453742141,99.15494588,2.20E-21,98.9,.,.
TK1,17,78174075,78187233,Y,.,Y,N,0.315412023,71.43022515,0.255670113,36.9,.,.
TK2,16,66508003,66552544,Y,.,Y,N,-0.000674037,49.38936158,0.003269753,60,DM,"Mitochondrial DNA depletion syndrome 2 (myopathic type), 609560 (3)"
TKFC,11,61333210,61353295,N,.,N,N,.,.,.,.,.,.
TKT,3,53224707,53256052,Y,.,Y,N,-0.035972328,46.87735139,0.060283495,46,DM?,.
TKTL1,X,154295671,154330350,N,.,N,Y,-0.478802164,21.05110841,0.997026231,7.5,.,.
TKTL2,4,163471093,163473746,N,.,N,N,0.555005615,82.6242982,8.54E-05,72.4,.,.
TLCD1,17,28724348,28727935,N,.,N,N,-0.195752553,35.7874631,0.011149875,54.5,.,.
TLCD2,17,1702790,1710438,N,.,N,N,.,.,.,.,.,.
TLDC1,16,84476421,84554033,N,.,N,N,1.509245404,97.00179429,2.29E-12,95,.,.
TLDC2,20,36876121,36894235,N,.,N,N,1.230176303,95.30589801,0.113178686,42.5,.,.
TLE1,9,81583683,81689305,N,.,N,N,-1.020958787,7.611275106,0.957285091,14.2,.,.
TLE2,19,2997638,3047635,N,.,N,N,-1.040601561,7.368177346,0.000766445,65.6,.,.
TLE3,15,70047790,70098176,Y,.,Y,N,-1.562359248,2.992417665,0.999913537,3.7,.,.
TLE4,9,79571773,79726882,N,.,N,N,-1.099822064,6.581003646,0.99992164,3.6,.,.
TLE6,19,2977446,2995184,N,.,N,N,0.061566363,54.27446895,0.001011458,64.7,.,.
TLK1,2,170990823,171231314,N,.,N,N,-0.826974718,11.0088557,0.999994768,2.3,FTV,.
TLK2,17,62458658,62615481,N,.,N,N,-0.979916263,8.242171673,0.999999806,1.2,.,.
TLL1,4,165873258,166103895,Y,.,Y,N,-0.57891777,17.38727788,0.327496391,34.9,DM,"Atrial septal defect 6, 613087 (3)"
TLL2,10,96364606,96513918,N,.,N,Y,-0.741944641,12.8320889,2.18E-19,98.5,.,.
TLN1,9,35696948,35732395,Y,.,Y,N,-3.691733396,0.341494472,1,0.3,.,.
TLN2,15,62390526,62844631,N,.,N,Y,-3.508806826,0.382010766,0.999853231,4.1,.,.
TLR1,4,38790677,38856817,N,.,N,Y,1.592752951,97.44747352,2.02E-14,96.5,DFP,"{Leprosy, protection against}, 613223 (3); {Leprosy, susceptibility to, 5}, 613223 (3)"
TLR10,4,38772239,38782990,N,.,N,N,1.634904946,97.65584303,8.43E-08,86.3,DP,.
TLR2,4,153701500,153705699,N,.,N,Y,0.451876138,78.42217978,9.23E-05,72.1,DFP,"{Leprosy, susceptibility to}, 246300 (3); {Colorectal cancer, susceptibility to}, 114500 (3); {Mycobacterium tuberculosis, susceptibility to}, 607948 (3)"
TLR3,4,186069152,186088069,N,.,N,Y,-0.16719952,37.58175609,0.001211245,64,DM,"{Herpes simplex encephalitis, susceptibility to, 2} 613002 (3); {HIV1 infection, resistance to}, 609423 (3)"
TLR4,9,117704332,117716871,N,.,N,Y,0.709856007,87.1273948,4.18E-06,79.9,DM?,"Endotoxin hyporesponsiveness (3); {Macular degeneration, age-related, 10}, 611488 (3); {Colorectal cancer, susceptibility to}, 114500 (3)"
TLR5,1,223109406,223143282,N,.,N,Y,0.637695968,85.29837356,5.69E-09,89.5,DM?,"{Legionaire disease, susceptibility to}, 608556 (3); {Systemic lupus erythematosus, resistance to}, 601744 (3); {Systemic lupus erythematosus, susceptibility to, 1}, 601744 (2); {Melioidosis, susceptibility to}, 615557 (3)"
TLR6,4,38823715,38856817,N,.,N,Y,0.488434514,80.02546738,0.007304908,56.4,DFP,.
TLR7,X,12867083,12890380,N,.,N,Y,-0.574581061,17.50882676,0.872917549,18.9,DFP,.
TLR8,X,12906620,12923169,N,.,N,Y,-0.27063003,31.24385021,0.931026133,16.1,DFP,.
TLR9,3,52221080,52226163,N,.,N,Y,-1.500135096,3.368640389,0.000525226,66.9,DM,.
TLX1,10,101130505,101137789,N,.,N,Y,0.058393523,53.97927881,0.463723105,31.1,.,.
TLX2,2,74513463,74517147,Y,.,Y,N,-0.041059779,46.53585692,0.140777838,41,.,.
TLX3,5,171309284,171312134,Y,.,Y,N,0.027424541,51.61775771,0.302655051,35.7,.,.
TM2D1,1,61681046,61725423,N,.,N,N,.,.,0.042061483,48,.,.
TM2D2,8,38988808,38996824,N,.,N,N,-0.05223834,45.61555826,0.071028872,45,.,.
TM2D3,15,101621444,101652391,N,.,N,N,0.344616494,73.13190948,0.000338995,68.3,.,.
TM4SF1,3,149369022,149377865,N,.,N,N,-0.318672489,28.34982925,0.00085911,65.3,.,.
TM4SF18,3,149318498,149334414,N,.,N,N,0.066853307,54.65069167,2.10E-07,85.1,.,.
TM4SF19,3,196319342,196338503,N,.,N,N,0.354840535,73.70492562,0.013930843,53.6,DM?,.
TM4SF19-TCTEX1D2,3,196316082,196338373,N,.,N,N,.,.,.,.,.,.
TM4SF20,2,227362156,227381995,N,.,N,N,0.577215218,83.32465127,2.19E-06,81.1,DM,"{Specific language impairment 5}, 615432 (3)"
TM4SF4,3,149473974,149503281,N,Viable,N,Y,0.380219143,74.93777855,0.002511015,61.1,.,.
TM4SF5,17,4771884,4783213,N,.,N,N,0.257299872,67.86479134,1.24E-05,77.5,.,.
TM6SF1,15,83107407,83144854,N,.,N,N,-0.27637172,30.86762748,6.47E-05,73.2,.,.
TM6SF2,19,19264364,19273391,N,.,N,N,0.339983147,72.87144759,1.94E-05,76.3,.,.
TM7SF2,11,65111845,65116384,N,.,N,Y,0.263039301,68.2178619,0.000447934,67.4,.,.
TM7SF3,12,26973195,27014434,N,.,N,N,-0.179637179,36.77143023,0.089899598,43.8,.,.
TM9SF1,14,24189143,24195687,N,.,N,N,-0.608269539,16.50749551,0.000166484,70.3,.,.
TM9SF2,13,99501417,99564006,N,.,N,N,-0.932023003,9.000405163,0.99992836,3.5,.,.
TM9SF3,10,96518109,96587452,N,.,N,N,-0.680738037,14.48168085,0.999654187,4.8,.,.
TM9SF4,20,32109506,32167258,N,.,N,Y,-0.414144703,23.73097181,0.999970772,3,.,.
TMA16,4,163494442,163520539,N,.,N,N,0.549924771,82.42171673,0.029470024,49.7,.,.
TMA7,3,48440257,48444208,N,.,N,N,-0.013918082,48.39381837,0.010007308,54.9,.,.
