Gene/product,Gene/product name,GO class (direct),PANTHER family,Reference
Pml,promyelocytic leukemia,transcription coactivator activity,"bonus, isoform c-related pthr25462",MGI:MGI:4834177|GO_REF:0000096
Med12,mediator complex subunit 12,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 12 pthr46007,MGI:MGI:5489006|PMID:23575864
Med12,mediator complex subunit 12,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 12 pthr46007,MGI:MGI:2154458|GO_REF:0000008
Med12,mediator complex subunit 12,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 12 pthr46007,PMID:21873635
Med12,mediator complex subunit 12,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 12 pthr46007,MGI:MGI:4835371|PMID:19909775
Trim24,tripartite motif-containing 24,transcription coactivator activity,transcription intermediary factor pthr45915,MGI:MGI:4834177|GO_REF:0000096
Trim24,tripartite motif-containing 24,transcription coactivator activity,transcription intermediary factor pthr45915,MGI:MGI:5644023|PMID:19321449
Trim28,tripartite motif-containing 28,transcription coactivator activity,"bonus, isoform c-related pthr25462",MGI:MGI:3052717|PMID:11331592
Trim28,tripartite motif-containing 28,transcription coactivator activity,"bonus, isoform c-related pthr25462",MGI:MGI:3698386|PMID:17273560
Trim28,tripartite motif-containing 28,transcription coactivator activity,"bonus, isoform c-related pthr25462",MGI:MGI:4834177|GO_REF:0000096
Trim28,tripartite motif-containing 28,transcription corepressor activity,"bonus, isoform c-related pthr25462",PMID:21873635
Trim28,tripartite motif-containing 28,transcription corepressor activity,"bonus, isoform c-related pthr25462",MGI:MGI:2152098|GO_REF:0000002
Ss18l2,"SS18, nBAF chromatin remodeling complex subunit like 2",transcription coactivator activity,synovial sarcoma associated ss18 protein pthr23107,PMID:21873635
Dr1,down-regulator of transcription 1,transcription coactivator activity,protein dr1 pthr46138,PMID:21873635
Dr1,down-regulator of transcription 1,transcription corepressor activity,protein dr1 pthr46138,MGI:MGI:4417868|GO_REF:0000096
Myt1l,myelin transcription factor 1-like,transcription coactivator activity,myelin transcription factor 1-related pthr10816,PMID:21873635
Tle7,TLE family member 7,transcription corepressor activity,transducin-like enhancer protein pthr10814,MGI:MGI:4834177|GO_REF:0000096
Niban2,niban apoptosis regulator 2,transcription coactivator activity,niban family member pthr14392,MGI:MGI:4834177|GO_REF:0000096
Dyrk1b,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b,transcription coactivator activity,dual specificity protein kinase pthr24058,PMID:21873635
Dyrk1b,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b,transcription coactivator activity,dual specificity protein kinase pthr24058,MGI:MGI:3045831|PMID:15073182
Nrg1,neuregulin 1,transcription coregulator activity,heregulin-neuregulin family member pthr11100,PMID:21873635
Dpf3,"D4, zinc and double PHD fingers, family 3",transcription coregulator activity,histone acetyltransferase pthr10615,MGI:MGI:79777|PMID:1763325
Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,transcription coactivator activity,pterin-4-alpha-carbinolamine dehydratase pthr12599,MGI:MGI:4417868|GO_REF:0000096
Dcc,deleted in colorectal carcinoma,transcription coactivator activity,protein sidekick pthr44170,MGI:MGI:4834177|GO_REF:0000096
Med17,mediator complex subunit 17,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 17 pthr13114,MGI:MGI:2154458|GO_REF:0000008
Med17,mediator complex subunit 17,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 17 pthr13114,MGI:MGI:4834177|GO_REF:0000096
Med17,mediator complex subunit 17,nuclear receptor coactivator activity,mediator of rna polymerase ii transcription subunit 17 pthr13114,PMID:21873635
Med17,mediator complex subunit 17,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 17 pthr13114,PMID:21873635
Dyrk1a,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a,transcription coactivator activity,dual specificity protein kinase pthr24058,MGI:MGI:4834177|GO_REF:0000096
Med4,mediator complex subunit 4,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 4 pthr13208,MGI:MGI:4834177|GO_REF:0000096
Med4,mediator complex subunit 4,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 4 pthr13208,PMID:21873635
Med4,mediator complex subunit 4,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 4 pthr13208,MGI:MGI:3028428|PMID:15062575
Cops2,COP9 signalosome subunit 2,transcription corepressor activity,26s proteasome non-atpase regulatory subunit 11/cop9 signalosome complex subunit 2 pthr10678,MGI:MGI:3046495|PMID:15072553
Actn2,actinin alpha 2,nuclear receptor coactivator activity,spectrin/filamin related cytoskeletal protein pthr11915,MGI:MGI:3046495|PMID:15072553
Actn2,actinin alpha 2,nuclear receptor coactivator activity,spectrin/filamin related cytoskeletal protein pthr11915,MGI:MGI:4834177|GO_REF:0000096
Ppargc1b,"peroxisome proliferative activated receptor, gamma, coactivator 1 beta",transcription coregulator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,MGI:MGI:4834177|GO_REF:0000096
Ppargc1b,"peroxisome proliferative activated receptor, gamma, coactivator 1 beta",nuclear receptor coactivator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,PMID:21873635
Ppargc1b,"peroxisome proliferative activated receptor, gamma, coactivator 1 beta",nuclear receptor coactivator activity,peroxisome proliferator activated receptor gamma coactivator 1  pgc-1 -related pthr15528,PMID:21873635
Akirin2,akirin 2,transcription coregulator activity,uncharacterized pthr13293,MGI:MGI:4834177|GO_REF:0000096
Sap30,sin3 associated polypeptide,transcription corepressor activity,sap30 pthr13286,PMID:21873635
Sap30,sin3 associated polypeptide,transcription coregulator activity,sap30 pthr13286,MGI:MGI:4834177|GO_REF:0000096
Zmiz2,"zinc finger, MIZ-type containing 2",nuclear receptor coactivator activity,zinc finger miz domain-containing protein pthr10782,PMID:21873635
Zmiz2,"zinc finger, MIZ-type containing 2",nuclear receptor coactivator activity,zinc finger miz domain-containing protein pthr10782,MGI:MGI:3830409|PMID:19144721
Ncor2,nuclear receptor co-repressor 2,transcription corepressor activity,nuclear receptor co-repressor related  ncor pthr13992,MGI:MGI:3777491|PMID:18347093
Ncor2,nuclear receptor co-repressor 2,transcription corepressor activity,nuclear receptor co-repressor related  ncor pthr13992,MGI:MGI:4834177|GO_REF:0000096
Ncor2,nuclear receptor co-repressor 2,transcription corepressor activity,nuclear receptor co-repressor related  ncor pthr13992,MGI:MGI:3581079|PMID:15870285
Ncor2,nuclear receptor co-repressor 2,transcription corepressor activity,nuclear receptor co-repressor related  ncor pthr13992,PMID:21873635
Ncor2,nuclear receptor co-repressor 2,transcription corepressor activity,nuclear receptor co-repressor related  ncor pthr13992,MGI:MGI:3032799|PMID:14980219
Tbl1xr1,transducin (beta)-like 1X-linked receptor 1,transcription corepressor activity,wd40 repeat protein pthr22846,MGI:MGI:4834177|GO_REF:0000096
Tbl1xr1,transducin (beta)-like 1X-linked receptor 1,transcription corepressor activity,wd40 repeat protein pthr22846,PMID:21873635
Tbl1xr1,transducin (beta)-like 1X-linked receptor 1,transcription corepressor activity,wd40 repeat protein pthr22846,MGI:MGI:4834177|GO_REF:0000096
Ddx17,DEAD box helicase 17,transcription coactivator activity,atp-dependent rna helicase dbp3 pthr47958,MGI:MGI:4834177|GO_REF:0000096
Npat,nuclear protein in the AT region,transcription coactivator activity,protein npat pthr15087,MGI:MGI:4834177|GO_REF:0000096
Npat,nuclear protein in the AT region,transcription corepressor activity,protein npat pthr15087,PMID:21873635
Npat,nuclear protein in the AT region,transcription coregulator activity,protein npat pthr15087,MGI:MGI:4354692|PMID:19561615
Riox2,ribosomal oxygenase 2,transcription corepressor activity,mina53  myc induced nuclear antigen pthr13096,MGI:MGI:4834177|GO_REF:0000096
Smarcd3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",nuclear receptor coactivator activity,swi/snf-related matrix-associated actin-dependent regulator of chromatin subfamily d pthr13844,MGI:MGI:2152098|GO_REF:0000002
Med19,mediator complex subunit 19,transcription coregulator activity,lung cancer metastasis-related  lcmr1  protein pthr22536,MGI:MGI:2662632|PMID:12749859
Trib3,tribbles pseudokinase 3,transcription corepressor activity,ser/thr protein kinase-trb pthr22961,PMID:21873635
Irf2bpl,interferon regulatory factor 2 binding protein-like,transcription corepressor activity,myelin transcription factor 1-related pthr10816,MGI:MGI:4834177|GO_REF:0000096
C1qbp,"complement component 1, q subcomponent binding protein",transcription corepressor activity,complement component 1 pthr10826,PMID:21873635
C1qbp,"complement component 1, q subcomponent binding protein",transcription corepressor activity,complement component 1 pthr10826,MGI:MGI:2152098|GO_REF:0000002
Kat6a,K(lysine) acetyltransferase 6A,transcription coactivator activity,histone acetyltransferase pthr10615,PMID:21873635
Kat6a,K(lysine) acetyltransferase 6A,transcription coregulator activity,histone acetyltransferase pthr10615,PMID:21873635
Tcerg1l,transcription elongation regulator 1-like,transcription coregulator activity,transcription elongation regulator 1 pthr15377,PMID:21873635
Ewsr1,Ewing sarcoma breakpoint region 1,transcription coregulator activity,rna binding protein pthr23238,MGI:MGI:3053242|PMID:15327771
Pus1,pseudouridine synthase 1,nuclear receptor coactivator activity,pseudouridylate synthase pthr11142,MGI:MGI:4834177|GO_REF:0000096
Med26,mediator complex subunit 26,transcription coregulator activity,crsp70 pthr15201,PMID:21873635
Med26,mediator complex subunit 26,transcription coregulator activity,crsp70 pthr15201,MGI:MGI:4834177|GO_REF:0000096
Trim12c,tripartite motif-containing 12C,transcription coactivator activity,e3 ubiquitin-protein ligase trim pthr24103,MGI:MGI:4834177|GO_REF:0000096
Elane,"elastase, neutrophil expressed",transcription corepressor activity,chymotrypsin-like elastase family member pthr24257,MGI:MGI:2154458|GO_REF:0000008
Med21,mediator complex subunit 21,transcription coactivator activity,rna polymerase ii holoenzyme component srb7 pthr13381,PMID:21873635
Med21,mediator complex subunit 21,transcription coregulator activity,rna polymerase ii holoenzyme component srb7 pthr13381,PMID:21873635
Camta1,calmodulin binding transcription activator 1,transcription coregulator activity,calmodulin-binding transcription activator  camta pthr23335,PMID:21873635
Sirt7,sirtuin 7,transcription corepressor activity,nad-dependent protein deacetylase sirtuin-(6/7) family member pthr45853,PMID:21873635
Med29,mediator complex subunit 29,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 29 pthr28314,PMID:21873635
Med18,mediator complex subunit 18,transcription coregulator activity,"mediator of rna polymerase ii transcription, subunit 18 pthr13321",MGI:MGI:4834177|GO_REF:0000096
Dnmt3b,DNA methyltransferase 3B,transcription corepressor activity,dna  cytosine-5- -methyltransferase 3-related pthr23068,MGI:MGI:4834177|GO_REF:0000096
Mtdh,metadherin,transcription coactivator activity,lysine-rich ceacam1 co-isolated protein  lyric protein pthr23251,PMID:21873635
Mtdh,metadherin,transcription coregulator activity,lysine-rich ceacam1 co-isolated protein  lyric protein pthr23251,MGI:MGI:3790268|PMID:10567574
Psmd9,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9",transcription coactivator activity,26s proteasome non-atpase regulatory subunit 9 pthr12651,MGI:MGI:4417868|GO_REF:0000096
Psmd9,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9",transcription coactivator activity,26s proteasome non-atpase regulatory subunit 9 pthr12651,MGI:MGI:4834177|GO_REF:0000096
Thrap3,thyroid hormone receptor associated protein 3,transcription coregulator activity,thrap3/bclaf1 pthr15268,MGI:MGI:5511073|PMID:24043798
Thrap3,thyroid hormone receptor associated protein 3,transcription coactivator activity,thrap3/bclaf1 pthr15268,MGI:MGI:2154458|GO_REF:0000008
Thrap3,thyroid hormone receptor associated protein 3,transcription coactivator activity,thrap3/bclaf1 pthr15268,PMID:21873635
Thrap3,thyroid hormone receptor associated protein 3,transcription coregulator activity,thrap3/bclaf1 pthr15268,MGI:MGI:5574157|PMID:24349431
Cys1,cystin 1,transcription corepressor activity,,MGI:MGI:4834177|GO_REF:0000096
Wwtr1,WW domain containing transcription regulator 1,transcription coactivator activity,yes-associated protein yap1 family member pthr17616,MGI:MGI:3700430|PMID:16332960
Wwtr1,WW domain containing transcription regulator 1,transcription coactivator activity,yes-associated protein yap1 family member pthr17616,MGI:MGI:3587162|PMID:16099986
Wwtr1,WW domain containing transcription regulator 1,transcription corepressor activity,yes-associated protein yap1 family member pthr17616,PMID:21873635
Wwtr1,WW domain containing transcription regulator 1,transcription corepressor activity,yes-associated protein yap1 family member pthr17616,PMID:21873635
Wwtr1,WW domain containing transcription regulator 1,transcription coactivator activity,yes-associated protein yap1 family member pthr17616,PMID:21873635
Mier2,MIER family member 2,transcription corepressor activity,metastasis-associated protein and mesoderm induction early response protein pthr10865,PMID:21873635
Taf15,TATA-box binding protein associated factor 15,transcription coregulator activity,rna binding protein pthr23238,MGI:MGI:4357758|PMID:19416967
Zcchc12,"zinc finger, CCHC domain containing 12",transcription coactivator activity,paraneoplastic antigen pthr23095,MGI:MGI:4834177|GO_REF:0000096
Crym,"crystallin, mu",transcription corepressor activity,ketimine reductase mu-crystallin pthr13812,MGI:MGI:4834177|GO_REF:0000096
Cebpz,CCAAT/enhancer binding protein zeta,transcription coactivator activity,ccaat-binding factor-related pthr12048,MGI:MGI:5644022|PMID:19389484
Hmga1,high mobility group AT-hook 1,transcription coactivator activity,high mobility group proteins hmg-a and c pthr23341,MGI:MGI:4834177|GO_REF:0000096
Hmga1,high mobility group AT-hook 1,nuclear receptor coactivator activity,high mobility group proteins hmg-a and c pthr23341,PMID:21873635
Hmga1,high mobility group AT-hook 1,transcription coregulator activity,high mobility group proteins hmg-a and c pthr23341,MGI:MGI:4834177|GO_REF:0000096
Hmgb2,high mobility group box 2,transcription coactivator activity,high mobility group protein dsp1 pthr48112,MGI:MGI:4834177|GO_REF:0000096
Kdm1a,lysine (K)-specific demethylase 1A,nuclear receptor coactivator activity,flavin monoamine oxidase pthr10742,MGI:MGI:5606145|PMID:24245781
Ccar1,cell division cycle and apoptosis regulator 1,transcription coactivator activity,cell division cycle and apoptosis regulator protein pthr14304,MGI:MGI:4834177|GO_REF:0000096
Ccar1,cell division cycle and apoptosis regulator 1,transcription coactivator activity,cell division cycle and apoptosis regulator protein pthr14304,MGI:MGI:4834177|GO_REF:0000096
Ccar1,cell division cycle and apoptosis regulator 1,transcription corepressor activity,cell division cycle and apoptosis regulator protein pthr14304,MGI:MGI:2154458|GO_REF:0000008
Ccar1,cell division cycle and apoptosis regulator 1,nuclear receptor coactivator activity,cell division cycle and apoptosis regulator protein pthr14304,PMID:21873635
Ccar1,cell division cycle and apoptosis regulator 1,nuclear receptor coactivator activity,cell division cycle and apoptosis regulator protein pthr14304,MGI:MGI:4417868|GO_REF:0000096
Med1,mediator complex subunit 1,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:4834177|GO_REF:0000096
Med1,mediator complex subunit 1,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:1858663|PMID:10747854
Med1,mediator complex subunit 1,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:1276677|PMID:9708794
Med1,mediator complex subunit 1,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:1355642|PMID:10882104
Med1,mediator complex subunit 1,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:3055270|PMID:15340084
Med1,mediator complex subunit 1,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:1097733|PMID:9325263
Med1,mediator complex subunit 1,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:2154458|GO_REF:0000008
Med1,mediator complex subunit 1,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:2158098|PMID:11724781
Med1,mediator complex subunit 1,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:5297786|PMID:16723356
Med1,mediator complex subunit 1,transcription corepressor activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:4834177|GO_REF:0000096
Med1,mediator complex subunit 1,nuclear receptor coactivator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,PMID:21873635
Med1,mediator complex subunit 1,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 1 pthr12881,MGI:MGI:4834177|GO_REF:0000096
Lmo2,LIM domain only 2,transcription coactivator activity,ld11652p pthr45787,PMID:21873635
Dpf2,"D4, zinc and double PHD fingers family 2",transcription coregulator activity,histone acetyltransferase pthr10615,MGI:MGI:5560379|PMID:24590075
Zmynd11,"zinc finger, MYND domain containing 11",transcription corepressor activity,zinc finger mynd domain-containing pthr46379,PMID:21873635
Phf8,PHD finger protein 8,transcription coregulator activity,phd/f-box containing protein pthr23123,MGI:MGI:3530710|PMID:15557274
Ifi204,interferon activated gene 204,transcription coregulator activity,interferon-inducible protein aim2 family member pthr12200,MGI:MGI:4834177|GO_REF:0000096
Noc2l,NOC2 like nucleolar associated transcriptional repressor,transcription corepressor activity,nucleolar complex 2 and rad4-related pthr12687,PMID:21873635
Noc2l,NOC2 like nucleolar associated transcriptional repressor,transcription corepressor activity,nucleolar complex 2 and rad4-related pthr12687,MGI:MGI:3052717|PMID:11331592
Sertad2,SERTA domain containing 2,transcription coactivator activity,cell division cycle associated protein 4/serta domain-containing protein 2 pthr16277,MGI:MGI:4834177|GO_REF:0000096
Brca1,"breast cancer 1, early onset",transcription coactivator activity,breast cancer type 1 susceptibility protein brca1 pthr13763,MGI:MGI:4417868|GO_REF:0000096
Elob,elongin B,transcription coactivator activity,transcription elongation factor b polypeptide 2 pthr13248,MGI:MGI:4834177|GO_REF:0000096
Tgfb1i1,transforming growth factor beta 1 induced transcript 1,transcription coactivator activity,paxillin-related pthr24216,PMID:21873635
Tgfb1i1,transforming growth factor beta 1 induced transcript 1,transcription coregulator activity,paxillin-related pthr24216,MGI:MGI:4834177|GO_REF:0000096
Taf6l,TATA-box binding protein associated factor 6 like,transcription coactivator activity,transcription initiation factor tfiid subunit 6 pthr10221,PMID:21873635
Taf6l,TATA-box binding protein associated factor 6 like,transcription coactivator activity,transcription initiation factor tfiid subunit 6 pthr10221,MGI:MGI:5315201|PMID:22284184
Prdm8,PR domain containing 8,transcription corepressor activity,agap007109-pa pthr16516,MGI:MGI:4834177|GO_REF:0000096
Sdr16c5,"short chain dehydrogenase/reductase family 16C, member 5",transcription corepressor activity,pksb pthr24322,PMID:21873635
Taf6,TATA-box binding protein associated factor 6,transcription coactivator activity,transcription initiation factor tfiid subunit 6 pthr10221,MGI:MGI:2152098|GO_REF:0000002
Bcl9,B cell CLL/lymphoma 9,transcription coactivator activity,bcl9 pthr15185,MGI:MGI:3820717|PMID:19026781
Ezh2,enhancer of zeste 2 polycomb repressive complex 2 subunit,transcription corepressor activity,histone-lysine n-methyltransferase e(z) pthr45747,MGI:MGI:2152098|GO_REF:0000002
Nrip1,nuclear receptor interacting protein 1,transcription coregulator activity,nuclear factor rip140 pthr15088,MGI:MGI:4834177|GO_REF:0000096
Nrip1,nuclear receptor interacting protein 1,transcription coactivator activity,nuclear factor rip140 pthr15088,MGI:MGI:5586794|PMID:21628546
Nrip1,nuclear receptor interacting protein 1,transcription coactivator activity,nuclear factor rip140 pthr15088,MGI:MGI:4834177|GO_REF:0000096
Nrip1,nuclear receptor interacting protein 1,transcription corepressor activity,nuclear factor rip140 pthr15088,MGI:MGI:1306881|PMID:9774688
Nrip1,nuclear receptor interacting protein 1,transcription corepressor activity,nuclear factor rip140 pthr15088,MGI:MGI:3688383|PMID:15001550
Nrip1,nuclear receptor interacting protein 1,transcription corepressor activity,nuclear factor rip140 pthr15088,PMID:21873635
Nrip1,nuclear receptor interacting protein 1,transcription corepressor activity,nuclear factor rip140 pthr15088,PMID:21873635
Nrip1,nuclear receptor interacting protein 1,transcription coactivator activity,nuclear factor rip140 pthr15088,MGI:MGI:4834177|GO_REF:0000096
Park7,"Parkinson disease (autosomal recessive, early onset) 7",transcription coactivator activity,protein/nucleic acid deglycase dj-1-related pthr48094,MGI:MGI:2152098|GO_REF:0000002
Med31,mediator complex subunit 31,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 31 pthr13186,MGI:MGI:2152098|GO_REF:0000002
Gmeb1,glucocorticoid modulatory element binding protein 1,transcription coactivator activity,glucocorticoid modulatory element-binding protein pthr10417,MGI:MGI:4834177|GO_REF:0000096
Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1,transcription coactivator activity,rad51/nuks-interacting protein pthr15361,MGI:MGI:2152098|GO_REF:0000002
Yaf2,YY1 associated factor 2,transcription coactivator activity,rybp and yaf2-related pthr12920,MGI:MGI:2152098|GO_REF:0000002
Yaf2,YY1 associated factor 2,transcription corepressor activity,rybp and yaf2-related pthr12920,PMID:21873635
Yaf2,YY1 associated factor 2,transcription coregulator activity,rybp and yaf2-related pthr12920,MGI:MGI:5484683|PMID:23571214
Bend6,BEN domain containing 6,transcription corepressor activity,ben domain-containing protein 6 pthr35346,MGI:MGI:2154458|GO_REF:0000008
Bend6,BEN domain containing 6,transcription corepressor activity,ben domain-containing protein 6 pthr35346,PMID:21873635
Bend6,BEN domain containing 6,transcription corepressor activity,ben domain-containing protein 6 pthr35346,MGI:MGI:4834177|GO_REF:0000096
Tox3,TOX high mobility group box family member 3,transcription coactivator activity,agap000281-pa pthr45781,MGI:MGI:4834177|GO_REF:0000096
Lpxn,leupaxin,transcription coregulator activity,paxillin-related pthr24216,MGI:MGI:5315692|PMID:18497331
Lpxn,leupaxin,transcription coregulator activity,paxillin-related pthr24216,PMID:21873635
Lpxn,leupaxin,transcription coregulator activity,paxillin-related pthr24216,MGI:MGI:4834177|GO_REF:0000096
Npm1,nucleophosmin 1,transcription coactivator activity,nucleoplasmin pthr22747,MGI:MGI:5009503|PMID:19129230
Mybbp1a,MYB binding protein (P160) 1a,transcription corepressor activity,myb-binding protein 1a family member pthr13213,PMID:21873635
Mybbp1a,MYB binding protein (P160) 1a,transcription corepressor activity,myb-binding protein 1a family member pthr13213,MGI:MGI:4834177|GO_REF:0000096
Brd7,bromodomain containing 7,transcription coactivator activity,bromodomain containing protein pthr22881,MGI:MGI:4834177|GO_REF:0000096
Brd7,bromodomain containing 7,transcription corepressor activity,bromodomain containing protein pthr22881,MGI:MGI:4835371|PMID:19909775
Brd7,bromodomain containing 7,transcription corepressor activity,bromodomain containing protein pthr22881,MGI:MGI:1928565|PMID:11163184
Tob1,transducer of ErbB-2.1,transcription corepressor activity,transducer of erbb2  tob pthr17537,PMID:21873635
Tob1,transducer of ErbB-2.1,transcription corepressor activity,transducer of erbb2  tob pthr17537,MGI:MGI:1926554|PMID:11030619
Ncor1,nuclear receptor co-repressor 1,transcription corepressor activity,nuclear receptor co-repressor related  ncor pthr13992,MGI:MGI:76569|PMID:7566114
Ncor1,nuclear receptor co-repressor 1,transcription corepressor activity,nuclear receptor co-repressor related  ncor pthr13992,MGI:MGI:2154458|GO_REF:0000008
Ncor1,nuclear receptor co-repressor 1,transcription corepressor activity,nuclear receptor co-repressor related  ncor pthr13992,PMID:21873635
Ncor1,nuclear receptor co-repressor 1,transcription corepressor activity,nuclear receptor co-repressor related  ncor pthr13992,PMID:21873635
Lpin3,lipin 3,transcription coactivator activity,lipin pthr12181,MGI:MGI:4422152|PMID:19717560
Lpin2,lipin 2,transcription coactivator activity,lipin pthr12181,PMID:21873635
Lpin2,lipin 2,transcription coactivator activity,lipin pthr12181,MGI:MGI:3770090|PMID:16950137
Lpin1,lipin 1,transcription coactivator activity,lipin pthr12181,MGI:MGI:4441113|PMID:19753306
Lpin1,lipin 1,transcription coactivator activity,lipin pthr12181,PMID:21873635
Lpin1,lipin 1,transcription coactivator activity,lipin pthr12181,MGI:MGI:1344149|PMID:10458914
Sqstm1,sequestosome 1,transcription coregulator activity,sequestosome 1-related pthr15090,MGI:MGI:2152098|GO_REF:0000002
Tfb2m,"transcription factor B2, mitochondrial",transcription coregulator activity,dimethyladenosine transferase pthr11727,MGI:MGI:4834177|GO_REF:0000096
Kctd1,potassium channel tetramerisation domain containing 1,transcription corepressor activity,potassium channel tetramerization domain-containing pthr14499,PMID:21873635
Kctd1,potassium channel tetramerisation domain containing 1,transcription corepressor activity,potassium channel tetramerization domain-containing pthr14499,MGI:MGI:2152098|GO_REF:0000002
Med22,mediator complex subunit 22,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 22 pthr12434,MGI:MGI:1196726|PMID:9488445
Naca,nascent polypeptide-associated complex alpha polypeptide,transcription coactivator activity,nascent polypeptide associated complex alpha subunit-related pthr21713,PMID:21873635
Rcor1,REST corepressor 1,transcription corepressor activity,rest corepressor  corest  protein-related pthr16089,MGI:MGI:4834177|GO_REF:0000096
Arl2bp,ADP-ribosylation factor-like 2 binding protein,transcription coactivator activity,adp-ribosylation factor-like protein 2-binding protein pthr15487,PMID:21873635
Med10,mediator complex subunit 10,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 10 pthr13345,MGI:MGI:4834177|GO_REF:0000096
Ruvbl1,RuvB-like protein 1,transcription coactivator activity,ruvb-related reptin and pontin pthr11093,MGI:MGI:4834177|GO_REF:0000096
Med24,mediator complex subunit 24,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 24 pthr12898,MGI:MGI:4417868|GO_REF:0000096
Med24,mediator complex subunit 24,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 24 pthr12898,MGI:MGI:4834177|GO_REF:0000096
Med24,mediator complex subunit 24,transcription coactivator activity,mediator of rna polymerase ii transcription subunit 24 pthr12898,PMID:21873635
Med24,mediator complex subunit 24,transcription coregulator activity,mediator of rna polymerase ii transcription subunit 24 pthr12898,MGI:MGI:4834177|GO_REF:0000096
Rbck1,RanBP-type and C3HC4-type zinc finger containing 1,transcription coactivator activity,ubiquitin conjugating enzyme 7 interacting protein-related pthr22770,MGI:MGI:6202299|PMID:12732141
Mrtfa,myocardin related transcription factor A,transcription coactivator activity,myocardin-related transcription factor-related pthr22793,MGI:MGI:6201987|PMID:17588931
Mrtfa,myocardin related transcription factor A,transcription coactivator activity,myocardin-related transcription factor-related pthr22793,MGI:MGI:3850304|PMID:19350017
Mrtfa,myocardin related transcription factor A,transcription coactivator activity,myocardin-related transcription factor-related pthr22793,MGI:MGI:6201839|PMID:24732378
Mrtfa,myocardin related transcription factor A,transcription coactivator activity,myocardin-related transcription factor-related pthr22793,PMID:21873635
Mrtfa,myocardin related transcription factor A,transcription coactivator activity,myocardin-related transcription factor-related pthr22793,MGI:MGI:2152098|GO_REF:0000002
Ss18,"SS18, nBAF chromatin remodeling complex subunit",transcription coactivator activity,synovial sarcoma associated ss18 protein pthr23107,MGI:MGI:4834177|GO_REF:0000096
Ss18,"SS18, nBAF chromatin remodeling complex subunit",nuclear receptor coactivator activity,synovial sarcoma associated ss18 protein pthr23107,PMID:21873635
Eid2,EP300 interacting inhibitor of differentiation 2,transcription corepressor activity,ep300-interacting inhibitor of differentiation 2-related pthr15556,MGI:MGI:4834177|GO_REF:0000096
Trim14,tripartite motif-containing 14,transcription coactivator activity,e3 ubiquitin-protein ligase trim pthr24103,PMID:21873635
Wbp2nl,WBP2 N-terminal like,transcription coactivator activity,"ww domain binding protein 2, isoform e pthr31606",MGI:MGI:3047515|PMID:15199138
Rad54l2,RAD54 like 2 (S. cerevisiae),transcription coregulator activity,rad54-like pthr45797,PMID:21873635
Tle6,transducin-like enhancer of split 6,transcription corepressor activity,transducin-like enhancer protein pthr10814,PMID:21873635
